chembl_id,compound_name,primary_target,msd_node_matched,match_type,rationale_draft,supporting_evidence
CHEMBL336961,AZAKENPAULLONE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL336961
CHEMBL402548,DANUSERTIB,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL402548
CHEMBL1421,DASATINIB ANHYDROUS,True,oxidative_stress,moa,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1421
CHEMBL178,DAUNORUBICIN,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL178
CHEMBL3039513,DECERNOTINIB,True,oxidative_stress,moa,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3039513
CHEMBL3137331,DEFACTINIB,True,oxidative_stress,moa,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3137331
CHEMBL333826,DEQUALINIUM,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL333826
CHEMBL28636,DERACOXIB,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL28636
CHEMBL1738,DEXRAZOXANE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1738
CHEMBL3137322,DIANHYDROGALACTITOL,True,oxidative_stress,moa,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3137322
CHEMBL12,DIAZEPAM,True,autophagy_flux,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node autophagy_flux.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL12
CHEMBL139,DICLOFENAC,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL139
CHEMBL17,DICHLORPHENAMIDE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL17
CHEMBL411,DIETHYLSTILBESTROL,True,autophagy_flux,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node autophagy_flux.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL411
CHEMBL411,DIETHYLSTILBESTROL,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL411
CHEMBL548,DINOPROSTONE,True,oxidative_stress,moa,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL548
CHEMBL932,DIPYRIDAMOLE,True,autophagy_flux,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node autophagy_flux.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL932
CHEMBL926,DOBUTAMINE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL926
CHEMBL1742428,DONITRIPTAN,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1742428
CHEMBL59,DOPAMINE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL59
CHEMBL103667,DORAMAPIMOD,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL103667
CHEMBL478629,DORSOMORPHIN,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL478629
CHEMBL218490,DORZOLAMIDE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL218490
CHEMBL551978,DROTAVERINE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL551978
CHEMBL305660,EBASTINE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL305660
CHEMBL2110588,ELIGLUSTAT,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2110588
CHEMBL6246,ELLAGIC ACID,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL6246
CHEMBL221137,EMBELIN,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL221137
CHEMBL289277,EMODIN,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL289277
CHEMBL3989908,ENASIDENIB,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3989908
CHEMBL230006,ENOXOLONE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL230006
CHEMBL953,ENTACAPONE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL953
CHEMBL1983268,ENTRECTINIB,True,oxidative_stress,moa,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1983268
CHEMBL300138,ENZASTAURIN,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL300138
CHEMBL36327,EPICATECHIN GALLATE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL36327
CHEMBL297453,EPIGALOCATECHIN GALLATE,MTOR,mTORC1,target,"Compound annotated with target MTOR, which links to MSD node mTORC1.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL297453
CHEMBL297453,EPIGALOCATECHIN GALLATE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL297453
CHEMBL679,EPINEPHRINE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL679
CHEMBL553,ERLOTINIB,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL553
CHEMBL532,ERYTHROMYCIN,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL532
CHEMBL135,ESTRADIOL,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL135
CHEMBL1200973,ESTRADIOL CYPIONATE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1200973
CHEMBL1756,ESTRAMUSTINE PHOSPHATE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1756
CHEMBL1441,ETHIONAMIDE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1441
CHEMBL241694,ETHISTERONE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL241694
CHEMBL18,ETHOXZOLAMIDE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL18
CHEMBL1200624,ETHYNODIOL DIACETATE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1200624
CHEMBL1289779,ETIZOLAM,True,autophagy_flux,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node autophagy_flux.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1289779
CHEMBL622,ETODOLAC,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL622
CHEMBL416146,ETORICOXIB,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL416146
CHEMBL563646,EVATANEPAG,True,oxidative_stress,moa,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL563646
CHEMBL1138,EZETIMIBE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1138
CHEMBL108084,FAGOMINE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL108084
CHEMBL1287853,FEDRATINIB,True,oxidative_stress,moa,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1287853
CHEMBL277522,FENBUFEN,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL277522
CHEMBL254832,FENDILINE,True,autophagy_flux,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node autophagy_flux.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL254832
CHEMBL1297,FENOPROFEN,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1297
CHEMBL7301,FENRETINIDE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL7301
CHEMBL589092,FENTIAZAC,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL589092
CHEMBL3301607,FILGOTINIB,True,oxidative_stress,moa,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3301607
CHEMBL69998,FIROCOXIB,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL69998
CHEMBL1454946,FLUBENDAZOLE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1454946
CHEMBL23588,FLUFENAMIC ACID,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL23588
CHEMBL3545413,FLUMATINIB,True,oxidative_stress,moa,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3545413
CHEMBL407,FLUMAZENIL,True,autophagy_flux,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node autophagy_flux.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL407
CHEMBL726,FLUPHENAZINE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL726
CHEMBL255044,FLUPIRTINE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL255044
CHEMBL563,FLURBIPROFEN,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL563
CHEMBL1622,FOLIC ACID,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1622
CHEMBL1230609,FORETINIB,True,autophagy_flux,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node autophagy_flux.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1230609
CHEMBL1230609,FORETINIB,True,oxidative_stress,moa,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1230609
CHEMBL24057,FURAMIDINE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL24057
CHEMBL5305342,GAMBOGIC ACID,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL5305342
CHEMBL464982,GAMOLENIC ACID,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL464982
CHEMBL939,GEFITINIB,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL939
CHEMBL44,GENISTEIN,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL44
CHEMBL1213583,GESTODENE,True,autophagy_flux,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node autophagy_flux.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1213583
CHEMBL1868702,GESTRINONE,True,autophagy_flux,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node autophagy_flux.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1868702
CHEMBL3301622,GILTERITINIB,True,autophagy_flux,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node autophagy_flux.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3301622
CHEMBL3301622,GILTERITINIB,True,oxidative_stress,moa,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3301622
CHEMBL146095,GLAFENINE,True,autophagy_flux,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node autophagy_flux.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL146095
CHEMBL146095,GLAFENINE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL146095
CHEMBL1543,GLUTATHIONE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1543
CHEMBL3039525,GOLVATINIB,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3039525
CHEMBL3039498,GRAPIPRANT,True,oxidative_stress,moa,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3039498
CHEMBL420,GUANABENZ,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL420
CHEMBL862,GUANFACINE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL862
CHEMBL54,HALOPERIDOL,True,autophagy_flux,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node autophagy_flux.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL54
CHEMBL54,HALOPERIDOL,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL54
CHEMBL12014,HARMAN,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL12014
CHEMBL477197,HEMATOXYLIN,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL477197
CHEMBL514409,HESPERADIN,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL514409
CHEMBL399121,HESPERETIN,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL399121
CHEMBL496,HEXACHLOROPHENE,True,ER_proteostasis,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node ER_proteostasis.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL496
CHEMBL496,HEXACHLOROPHENE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL496
CHEMBL1201784,HEXAMINOLEVULINATE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201784
CHEMBL443605,HEXYLRESORCINOL,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL443605
CHEMBL16901,HONOKIOL,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL16901
CHEMBL276832,HYDRALAZINE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL276832
CHEMBL435,HYDROCHLOROTHIAZIDE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL435
CHEMBL537,HYDROQUINONE,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL537
CHEMBL577294,2-HYDROXYPROPYL-BETA-CYCLODEXTRIN,True,oxidative_stress,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL577294
CHEMBL1873475,IBRUTINIB,True,oxidative_stress,moa,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node oxidative_stress.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1873475
CHEMBL19449,IBUDILAST,True,autophagy_flux,pathway,"Compound annotation contains keyword 'True' (or related pathway term), suggesting relevance to MSD node autophagy_flux.",source: specs_annotated_unified.csv; ChEMBL:https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL19449
