chembl_id,compound_name,SMILES,linked_proteins,num_linked_proteins,num_druggable_proteins,linked_pathways,num_linked_pathways,num_key_pathways,linked_MoAs,approval_phase_max,status_evidence,in_known_drugs,in_moa_kg,source_files,prelim_mechanistic_score,CYP3A4_p_value_0,CYP3A4_p_value_1,CYP3A4_CYP3A4_inhibition,CYP2D6_p_value_0,CYP2D6_p_value_1,CYP2D6_CYP2D6_inhibition,CYP2C9_p_value_0,CYP2C9_p_value_1,CYP2C9_CYP2C9_inhibition,CYP2C19_p_value_0,CYP2C19_p_value_1,CYP2C19_CYP2C19_inhibition,CYP1A2_p_value_0,CYP1A2_p_value_1,CYP1A2_CYP1A2_inhibition,hERG_p_value_0,hERG_p_value_1,hERG_hERG_inhibition,AMES_p_value_0,AMES_p_value_1,AMES_AMES_mutagenic,PGP_p_value_0,PGP_p_value_1,PGP_PGP_inhibition,Solubility_logS,Solubility_logS_lower_bound,Solubility_logS_upper_bound,Solubility_Capped_logS_lower_bound,Solubility_Capped_logS_upper_bound,Lipophilicity_logP,PAMPA_p_value_0,PAMPA_p_value_1,PAMPA_PAMPA_permeability,BBB_p_value_0,BBB_p_value_1,BBB_BBB_penetration,hERG_flag,CYP3A4_inhib_flag,CYP2D6_inhib_flag,CYP2C9_inhib_flag,CYP2C19_inhib_flag,CYP1A2_inhib_flag,PGP_inhib_flag,AMES_flag,poor_solubility_flag,good_solubility_bonus,high_logP_flag,low_logP_flag,good_logP_bonus,low_perm_flag,good_perm_bonus,bbb_penetrant_info,multi_cyp_inhib_count,cyp3a4_inhibitor_flag,DDI_flag,composite_score,confidence
CHEMBL2103827,DROXIDOPA,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,,0,0,"R-HSA-390696|Adrenoceptors;R-HSA-392023|Adrenaline signalling through Alpha-2 adrenergic receptor;R-HSA-400042|Adrenaline,noradrenaline inhibits insulin secretion;R-HSA-416476|G alpha (q) signalling events;R-HSA-418594|G alpha (i) signalling events;R-HSA-418597|G alpha (12/13) signalling events;R-HSA-418597|G alpha (z) signalling events;R-HSA-5683826|Surfactant metabolism",8,0,,4.0,,0,0,pathway_drug_candidates,4.0,0.447,0.122,0.0,0.565,0.102,0.0,0.0668,0.649,1.0,0.454,0.109,0.0,0.493,0.0557,0.0,0.551,0.1,0,0.0519,0.562,1.0,0.881,0.000488,0,-0.605,-1.41,0.199,-1.41,0.199,-0.4569000000000002,0.861,0.00733,0.0,0.744,0.00827,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,L
CHEMBL2103828,ELINOGREL,CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F,,0,0,R-HSA-418594|G alpha (i) signalling events,1,0,,2.0,Terminated,0,0,pathway_drug_candidates,2.0,0.872,0.0128,0.0,0.823,0.0432,0.0,0.0229,0.836,1.0,0.197,0.275,1.0,0.141,0.284,1.0,0.997,0.000665,0,0.892,0.0119,0.0,0.856,0.0138,0,-6.77,-7.72,-5.82,-7.72,-5.82,3.0851000000000006,0.193,0.498,1.0,0.272,0.091,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,-2.0,L
CHEMBL2103829,FAXELADOL,CN(C)C[C@@H]1CCCC[C@H]1c1cccc(O)c1,,0,0,R-HSA-375276|Peptide ligand-binding receptors;R-HSA-418594|G alpha (i) signalling events;R-HSA-6785807|Interleukin-4 and Interleukin-13 signaling,3,1,,2.0,Completed,0,0,pathway_drug_candidates,4.0,0.607,0.0775,0.0,0.17,0.357,1.0,0.722,0.0439,0.0,0.54,0.0884,0.0,0.331,0.112,0.0,0.361,0.161,0,0.495,0.0596,0.0,0.392,0.127,0,-2.23,-3.45,-1.0,-3.45,-1.0,3.2276000000000016,0.409,0.202,0.0,0.23,0.155,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,L
CHEMBL2103831,NAPROXCINOD,COc1ccc2cc([C@H](C)C(=O)OCCCCO[N+](=O)[O-])ccc2c1,PTGS2,1,1,R-HSA-140180|COX reactions;R-HSA-2142770|Synthesis of 15-eicosatetraenoic acid derivatives;R-HSA-2162123|Synthesis of Prostaglandins (PG) and Thromboxanes (TX);R-HSA-6783783|Interleukin-10 signaling;R-HSA-6785807|Interleukin-4 and Interleukin-13 signaling;R-HSA-73614|Nicotinamide salvaging;R-HSA-9018677|Biosynthesis of DHA-derived SPMs;R-HSA-9018679|Biosynthesis of EPA-derived SPMs;R-HSA-9025094|Biosynthesis of DPAn-3 SPMs;R-HSA-9027604|Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives,10,2,,3.0,,0,0,protein_drug_candidates;pathway_drug_candidates,9.0,0.147,0.368,1.0,0.354,0.213,0.5,0.356,0.166,0.0,0.0283,0.789,1.0,0.189,0.23,0.5,0.00976,0.767,1,0.897,0.0111,0.0,0.806,0.0283,0,-5.2,-6.07,-4.32,-6.07,-4.32,3.4836000000000027,0.25,0.393,1.0,0.215,0.161,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,-3.0,L
CHEMBL2103849,UDENAFIL,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,,0,0,R-HSA-418457|cGMP effects;R-HSA-445355|Smooth Muscle Contraction;R-HSA-9013422|RHOBTB1 GTPase cycle,3,0,,3.0,Unknown status,0,0,pathway_drug_candidates,3.0,0.771,0.0262,0.0,0.751,0.0557,0.0,0.696,0.0377,0.0,0.134,0.416,1.0,0.525,0.0498,0.0,0.283,0.196,0,0.857,0.0136,0.0,0.473,0.109,0,-4.92,-5.56,-4.29,-5.56,-4.29,2.827500000000001,0.276,0.373,0.5,0.0697,0.647,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,L
CHEMBL2103851,AMUVATINIB,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,,0,0,R-HSA-1433557|Signaling by SCF-KIT;R-HSA-5673001|RAF/MAP kinase cascade;R-HSA-8866910|TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,3,0,,2.0,Completed,0,0,pathway_drug_candidates,2.0,0.00565,0.879,1.0,0.0791,0.5,1.0,0.0524,0.639,1.0,0.0105,0.905,1.0,0.00235,0.921,1.0,0.0171,0.661,1,0.437,0.0677,0.0,0.167,0.194,1,-5.99,-6.65,-5.34,-6.65,-5.34,3.301400000000002,0.194,0.555,1.0,0.209,0.172,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,-11.0,L
CHEMBL2103852,CROLIBULIN,COc1cc([C@H]2C(C#N)=C(N)Oc3c2ccc(N)c3N)cc(Br)c1OC,,0,0,R-HSA-1445148|Translocation of SLC2A4 (GLUT4) to the plasma membrane;R-HSA-190840|Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane;R-HSA-190861|Gap junction assembly;R-HSA-2132295|MHC class II antigen presentation;R-HSA-2467813|Separation of Sister Chromatids;R-HSA-2500257|Resolution of Sister Chromatid Cohesion;R-HSA-2565942|Regulation of PLK1 Activity at G2/M Transition;R-HSA-3371497|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;R-HSA-380259|Loss of Nlp from mitotic centrosomes;R-HSA-380270|Recruitment of mitotic centrosome proteins and complexes;R-HSA-380284|Loss of proteins required for interphase microtubule organization from the centrosome;R-HSA-380320|Recruitment of NuMA to mitotic centrosomes;R-HSA-389957|Prefoldin mediated transfer of substrate to CCT/TriC;R-HSA-389960|Formation of tubulin folding intermediates by CCT/TriC;R-HSA-389977|Post-chaperonin tubulin folding pathway;R-HSA-437239|Recycling pathway of L1;R-HSA-5610787|Hedgehog 'off' state;R-HSA-5617833|Cilium Assembly;R-HSA-5620912|Anchoring of the basal body to the plasma membrane;R-HSA-5620924|Intraflagellar transport;R-HSA-5626467|RHO GTPases activate IQGAPs;R-HSA-5663220|RHO GTPases Activate Formins;R-HSA-6798695|Neutrophil degranulation;R-HSA-6807878|COPI-mediated anterograde transport;R-HSA-6811434|COPI-dependent Golgi-to-ER retrograde traffic;R-HSA-6811436|COPI-independent Golgi-to-ER retrograde traffic;R-HSA-68877|Mitotic Prometaphase;R-HSA-8852276|The role of GTSE1 in G2/M progression after G2 checkpoint;R-HSA-8854518|AURKA Activation by TPX2;R-HSA-8955332|Carboxyterminal post-translational modifications of tubulin;R-HSA-9609690|HCMV Early Events;R-HSA-9609736|Assembly and cell surface presentation of NMDA receptors;R-HSA-9619483|Activation of AMPK downstream of NMDARs;R-HSA-9646399|Aggrephagy;R-HSA-9648025|EML4 and NUDC in mitotic spindle formation;R-HSA-9668328|Sealing of the nuclear envelope (NE) by ESCRT-III;R-HSA-983189|Kinesins;R-HSA-9833482|PKR-mediated signaling,38,1,,1.0,Completed,0,0,pathway_drug_candidates,3.0,0.123,0.4,1.0,0.403,0.198,0.0,0.247,0.259,0.5,0.0892,0.545,1.0,0.0386,0.598,1.0,0.917,0.0163,0,0.364,0.103,0.0,0.127,0.225,1,-4.39,-5.33,-3.45,-5.33,-3.45,2.8488800000000003,0.18,0.592,1.0,0.263,0.149,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,-4.5,L
CHEMBL2103854,OMADACYCLINE TOSYLATE,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cc1ccc(S(=O)(=O)O)cc1,,0,0,,0,0,Bacterial 70S ribosome inhibitor,,,0,0,mechanism_drug_candidate,0.0,0.947,0.00495,0.0,0.492,0.146,0.0,0.856,0.0139,0.0,0.505,0.0901,0.0,0.787,0.0193,0.0,0.753,0.0468,0,0.887,0.0128,0.0,0.753,0.0383,0,-2.3,-2.93,-1.67,-2.93,-1.67,2.564020000000002,0.593,0.0749,0.0,0.419,0.0325,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5,L
CHEMBL2103876,MAPRACORAT,Cc1ccc2c(NC[C@](O)(CC(C)(C)c3cc(F)cc4c3OCC4)C(F)(F)F)cccc2n1,NR3C1,1,1,"Circadian Clock;R-HSA-3371497|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;R-HSA-383280|Nuclear Receptor transcription pathway;R-HSA-4090294|SUMOylation of intracellular receptors;R-HSA-8849473|PTK6 Expression;R-HSA-8939902|Regulation of RUNX2 expression and activity;R-HSA-9615017|FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;R-HSA-9679191|Potential therapeutics for SARS;R-HSA-9768777|Regulation of NPAS4 gene transcription",9,0,,3.0,Completed,0,0,protein_drug_candidates;pathway_drug_candidates,5.0,0.238,0.277,0.5,0.156,0.366,1.0,0.686,0.0598,0.0,0.244,0.232,0.5,0.501,0.0576,0.0,0.766,0.044,0,0.504,0.065,0.0,0.118,0.225,1,-4.47,-5.13,-3.8,-5.13,-3.8,5.690420000000004,0.16,0.599,1.0,0.0992,0.534,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,-3.0,L
CHEMBL2103878,ODELEPRAN,NC(=O)c1ccc(Oc2ccc(CNCCC3CCOCC3)cc2F)nc1,,0,0,R-HSA-375276|Peptide ligand-binding receptors;R-HSA-418594|G alpha (i) signalling events;R-HSA-6785807|Interleukin-4 and Interleukin-13 signaling,3,1,,2.0,Completed,0,0,pathway_drug_candidates,4.0,0.643,0.0655,0.0,0.396,0.212,0.5,0.154,0.392,1.0,0.518,0.0909,0.0,0.594,0.0372,0.0,0.0204,0.634,1,0.68,0.041,0.0,0.582,0.0635,0,-1.53,-2.49,-0.582,-2.49,-0.582,3.018200000000002,0.255,0.424,0.5,0.0864,0.57,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,-3.5,L
CHEMBL2103881,DEXMECAMYLAMINE,CN[C@@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C,,0,0,R-HSA-629587|Highly sodium permeable postsynaptic acetylcholine nicotinic receptors;R-HSA-629594|Highly calcium permeable postsynaptic nicotinic acetylcholine receptors;R-HSA-629597|Highly calcium permeable nicotinic acetylcholine receptors,3,0,,3.0,Completed,0,0,pathway_drug_candidates,3.0,0.491,0.106,0.0,0.362,0.206,0.5,0.478,0.111,0.0,0.467,0.0965,0.0,0.443,0.0674,0.0,0.351,0.166,0,0.487,0.0639,0.0,0.442,0.105,0,-2.22,-3.39,-1.05,-3.39,-1.05,2.4206000000000003,0.288,0.324,0.5,0.226,0.146,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5,L
CHEMBL2104955,BECOCALCIDIOL,C=C1[C@H](O)CC(=C/C=C2\CCC[C@]3(C)[C@@H]([C@@H](C)CC)CC[C@@H]23)C[C@H]1O,,0,0,R-HSA-196791|Vitamin D (calciferol) metabolism;R-HSA-383280|Nuclear Receptor transcription pathway;R-HSA-4090294|SUMOylation of intracellular receptors,3,0,,2.0,Completed,0,0,pathway_drug_candidates,2.0,0.703,0.0459,0.0,0.445,0.167,0.0,0.153,0.391,1.0,0.587,0.08,0.0,0.43,0.0766,0.0,0.148,0.286,1,0.732,0.0296,0.0,0.168,0.166,{∅},-4.8,-5.62,-3.99,-5.62,-3.99,5.173500000000005,0.38,0.231,0.0,0.174,0.225,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-7.5,L
CHEMBL2104986,TEDATIOXETINE,Cc1ccc(Sc2ccccc2C2CCNCC2)cc1,,0,0,R-HSA-390696|Adrenoceptors;R-HSA-416476|G alpha (q) signalling events;R-HSA-418597|G alpha (12/13) signalling events,3,0,,2.0,Completed,0,0,pathway_drug_candidates,2.0,0.093,0.483,1.0,0.274,0.276,0.5,0.174,0.375,1.0,0.21,0.273,0.5,0.301,0.128,0.0,0.624,0.0811,0,0.0949,0.381,1.0,0.124,0.203,1,-4.17,-5.32,-3.03,-5.32,-3.03,4.613220000000004,0.624,0.0591,0.0,0.083,0.646,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,-10.5,L
CHEMBL2105107,INECALCITOL,C[C@H](CC#CC(C)(C)O)[C@H]1CC[C@@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,,0,0,R-HSA-196791|Vitamin D (calciferol) metabolism;R-HSA-383280|Nuclear Receptor transcription pathway;R-HSA-4090294|SUMOylation of intracellular receptors,3,0,,2.0,Unknown status,0,0,pathway_drug_candidates,2.0,0.627,0.0657,0.0,0.397,0.182,0.0,0.0744,0.586,1.0,0.536,0.0782,0.0,0.443,0.064,0.0,0.801,0.0336,0,0.387,0.0842,0.0,0.222,0.159,0,-4.06,-4.82,-3.31,-4.82,-3.31,4.7618000000000045,0.405,0.217,0.0,0.226,0.129,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.5,L
CHEMBL2105458,THENALIDINE,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,,0,0,R-HSA-416476|G alpha (q) signalling events,1,0,,4.0,,0,0,pathway_drug_candidates,4.0,0.856,0.0157,0.0,0.0252,0.717,1.0,0.72,0.0429,0.0,0.235,0.258,0.5,0.19,0.205,0.5,0.711,0.0513,0,0.959,0.00615,0.0,0.249,0.15,0,-2.43,-3.15,-1.71,-3.15,-1.71,3.848900000000003,0.303,0.303,0.5,0.0234,0.943,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,L
CHEMBL2105527,TETRAZEPAM,CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21,,0,0,,0,0,GABA-A receptor; anion channel positive allosteric modulator,,,0,0,mechanism_drug_candidate,0.0,0.801,0.0294,0.0,0.159,0.366,1.0,0.464,0.119,0.0,0.248,0.239,0.5,0.0379,0.583,1.0,0.0868,0.364,1,0.397,0.0892,0.0,0.656,0.0759,0,-4.0,-4.62,-3.38,-4.62,-3.38,3.605900000000003,0.103,0.625,1.0,0.0647,0.767,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,-7.5,L
CHEMBL2105629,VINFLUNINE DITARTRATE,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,,0,0,,0,0,Tubulin inhibitor,,,0,0,mechanism_drug_candidate,0.0,0.77,0.0335,0.0,0.00265,0.902,1.0,0.914,0.00386,0.0,0.996,0.000545,0.0,0.963,0.000545,0.0,0.68,0.067,0,0.951,0.00399,0.0,0.386,0.127,0,-4.43,-5.15,-3.71,-5.15,-3.71,0.8335000000000081,0.19,0.475,1.0,0.0322,0.823,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-2.0,L
CHEMBL2105643,FOSBRETABULIN TROMETHAMINE,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)(O)O.NC(CO)(CO)CO,,0,0,R-HSA-1445148|Translocation of SLC2A4 (GLUT4) to the plasma membrane;R-HSA-190840|Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane;R-HSA-190861|Gap junction assembly;R-HSA-2132295|MHC class II antigen presentation;R-HSA-2467813|Separation of Sister Chromatids;R-HSA-2500257|Resolution of Sister Chromatid Cohesion;R-HSA-2565942|Regulation of PLK1 Activity at G2/M Transition;R-HSA-3371497|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;R-HSA-380259|Loss of Nlp from mitotic centrosomes;R-HSA-380270|Recruitment of mitotic centrosome proteins and complexes;R-HSA-380284|Loss of proteins required for interphase microtubule organization from the centrosome;R-HSA-380320|Recruitment of NuMA to mitotic centrosomes;R-HSA-389957|Prefoldin mediated transfer of substrate to CCT/TriC;R-HSA-389960|Formation of tubulin folding intermediates by CCT/TriC;R-HSA-389977|Post-chaperonin tubulin folding pathway;R-HSA-437239|Recycling pathway of L1;R-HSA-5610787|Hedgehog 'off' state;R-HSA-5617833|Cilium Assembly;R-HSA-5620912|Anchoring of the basal body to the plasma membrane;R-HSA-5620924|Intraflagellar transport;R-HSA-5626467|RHO GTPases activate IQGAPs;R-HSA-5663220|RHO GTPases Activate Formins;R-HSA-6798695|Neutrophil degranulation;R-HSA-6807878|COPI-mediated anterograde transport;R-HSA-6811434|COPI-dependent Golgi-to-ER retrograde traffic;R-HSA-6811436|COPI-independent Golgi-to-ER retrograde traffic;R-HSA-68877|Mitotic Prometaphase;R-HSA-8852276|The role of GTSE1 in G2/M progression after G2 checkpoint;R-HSA-8854518|AURKA Activation by TPX2;R-HSA-8955332|Carboxyterminal post-translational modifications of tubulin;R-HSA-9609690|HCMV Early Events;R-HSA-9609736|Assembly and cell surface presentation of NMDA receptors;R-HSA-9619483|Activation of AMPK downstream of NMDARs;R-HSA-9646399|Aggrephagy;R-HSA-9648025|EML4 and NUDC in mitotic spindle formation;R-HSA-9668328|Sealing of the nuclear envelope (NE) by ESCRT-III;R-HSA-983189|Kinesins;R-HSA-9833482|PKR-mediated signaling,38,1,,2.0,Completed,0,0,pathway_drug_candidates,4.0,0.521,0.0919,0.0,0.682,0.0923,0.0,0.558,0.0866,0.0,0.748,0.0378,0.0,0.853,0.0078,0.0,0.9,0.0197,0,0.914,0.01,0.0,0.896,0.031,0,-2.45,-3.32,-1.57,-3.32,-1.57,1.0237000000000005,0.496,0.155,0.0,0.13,0.603,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.5,L
CHEMBL2105648,PALOVAROTENE,CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,,0,0,R-HSA-383280|Nuclear Receptor transcription pathway;R-HSA-5362517|Signaling by Retinoic Acid;R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis,3,0,,4.0,,0,0,pathway_drug_candidates,4.0,0.954,0.0037,0.0,0.156,0.407,1.0,0.19,0.314,1.0,0.402,0.134,0.0,0.6,0.0343,0.0,0.795,0.0368,0,0.661,0.0446,0.0,0.237,0.142,0,-6.3,-7.69,-4.92,-7.69,-4.92,6.149000000000006,0.701,0.0358,0.0,0.152,0.411,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,-1.5,L
CHEMBL2105669,TEDIZOLID PHOSPHATE,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,,0,0,,0,0,Bacterial 70S ribosome inhibitor,,,0,0,mechanism_drug_candidate,0.0,0.69,0.0487,0.0,0.523,0.121,0.0,0.213,0.317,0.5,0.791,0.0256,0.0,0.711,0.0191,0.0,0.944,0.0122,0,0.873,0.0158,0.0,0.472,0.122,0,-2.25,-2.91,-1.58,-2.91,-1.58,1.5126999999999995,0.875,0.0139,0.0,0.151,0.388,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.5,L
CHEMBL2105682,EDOXABAN TOSYLATE,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1.Cc1ccc(S(=O)(=O)O)cc1,,0,0,R-HSA-140837|Intrinsic Pathway of Fibrin Clot Formation;R-HSA-140875|Common Pathway of Fibrin Clot Formation,2,0,Coagulation factor X inhibitor,4.0,,0,0,pathway_drug_candidates;mechanism_drug_candidate,4.0,0.751,0.0317,0.0,0.465,0.139,0.0,0.893,0.0077,0.0,0.219,0.241,0.5,0.828,0.0107,0.0,0.54,0.109,0,0.921,0.00795,0.0,0.815,0.0376,0,-1.81,-2.25,-1.37,-2.25,-1.37,2.5313200000000027,0.0206,0.921,1.0,0.24,0.158,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.5,L
CHEMBL2105683,NAPROXEN ETEMESIL,COc1ccc2cc([C@H](C)C(=O)OCCS(C)(=O)=O)ccc2c1,PTGS2,1,1,R-HSA-140180|COX reactions;R-HSA-2142770|Synthesis of 15-eicosatetraenoic acid derivatives;R-HSA-2162123|Synthesis of Prostaglandins (PG) and Thromboxanes (TX);R-HSA-6783783|Interleukin-10 signaling;R-HSA-6785807|Interleukin-4 and Interleukin-13 signaling;R-HSA-73614|Nicotinamide salvaging;R-HSA-9018677|Biosynthesis of DHA-derived SPMs;R-HSA-9018679|Biosynthesis of EPA-derived SPMs;R-HSA-9025094|Biosynthesis of DPAn-3 SPMs;R-HSA-9027604|Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives,10,2,,2.0,Completed,0,0,protein_drug_candidates;pathway_drug_candidates,8.0,0.135,0.391,1.0,0.399,0.192,0.0,0.613,0.0719,0.0,0.0965,0.54,1.0,0.143,0.255,1.0,0.656,0.0676,0,0.858,0.0155,0.0,0.804,0.0449,0,-4.59,-5.57,-3.62,-5.57,-3.62,2.5397000000000007,0.415,0.235,0.0,0.2,0.237,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,3.0,1.0,1.0,1.0,L
CHEMBL2105705,LUNACALCIPOL,C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)C/C=C/S(=O)(=O)C(C)(C)C)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,0,0,R-HSA-196791|Vitamin D (calciferol) metabolism;R-HSA-383280|Nuclear Receptor transcription pathway;R-HSA-4090294|SUMOylation of intracellular receptors,3,0,,2.0,Completed,0,0,pathway_drug_candidates,2.0,0.687,0.0447,0.0,0.317,0.242,0.5,0.173,0.384,1.0,0.651,0.0564,0.0,0.416,0.0777,0.0,0.505,0.108,0,0.78,0.0249,0.0,0.383,0.129,0,-3.75,-4.35,-3.16,-4.35,-3.16,5.800700000000008,0.421,0.17,0.0,0.149,0.281,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,-2.0,L
CHEMBL2105708,PONATINIB HYDROCHLORIDE,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl,,0,0,"R-HSA-9860927|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",1,0,,4.0,,0,0,pathway_drug_candidates,4.0,0.959,0.00521,0.0,0.197,0.34,1.0,0.569,0.0697,0.0,0.831,0.0206,0.0,0.946,0.00349,0.0,0.799,0.0396,0,0.792,0.0259,0.0,0.0781,0.248,1,-2.32,-2.75,-1.9,-2.75,-1.9,4.877820000000005,0.108,0.722,1.0,0.0162,0.973,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.5,L
CHEMBL2105711,TOFOGLIFLOZIN,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1.O,,0,0,,0,0,Sodium/glucose cotransporter 2 inhibitor,,,0,0,mechanism_drug_candidate,0.0,0.654,0.0577,0.0,0.145,0.424,1.0,0.000999,0.982,1.0,0.0942,0.522,1.0,0.654,0.0281,0.0,0.871,0.0215,0,0.916,0.01,0.0,0.894,0.0122,0,-3.62,-4.81,-2.43,-4.81,-2.43,0.1718999999999994,0.926,0.00103,0.0,0.0806,0.536,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,-4.0,L
